path,extension,bytes,category,usage_role
LancsBox/corpora/Climate_Change/HES_2011-10-30000899.txt,.txt,92,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-10-30000900.txt,.txt,1675,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-06000891.txt,.txt,7032,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-06000892.txt,.txt,1560,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-06000893.txt,.txt,2693,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-06000894.txt,.txt,3405,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-06000895.txt,.txt,8351,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-13000890.txt,.txt,2096,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-20000887.txt,.txt,4225,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-20000888.txt,.txt,2574,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-20000889.txt,.txt,66,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-27000881.txt,.txt,4,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-27000882.txt,.txt,910,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-27000883.txt,.txt,2915,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-27000884.txt,.txt,506,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-27000885.txt,.txt,1159,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-11-27000886.txt,.txt,1210,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-12-04000879.txt,.txt,2565,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-12-04000880.txt,.txt,5,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-12-11000877.txt,.txt,6636,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-12-11000878.txt,.txt,575,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-12-18000875.txt,.txt,1151,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/HES_2011-12-18000876.txt,.txt,1125,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-01-01001083.txt,.txt,2260,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-01-01001084.txt,.txt,3160,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-01-03001081.txt,.txt,9072,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-01-03001082.txt,.txt,1683,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-01-04001080.txt,.txt,1480,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-01-06001078.txt,.txt,3402,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-01-06001079.txt,.txt,3602,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-01-28001057.txt,.txt,2202,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-01-28001058.txt,.txt,4617,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-01-29001055.txt,.txt,1967,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-01-29001056.txt,.txt,4878,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-01001054.txt,.txt,3791,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-02001052.txt,.txt,1130,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-02001053.txt,.txt,4178,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-03001051.txt,.txt,1963,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-04001050.txt,.txt,2994,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-07001047.txt,.txt,10278,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-07001048.txt,.txt,318,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-07001049.txt,.txt,680,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-09001046.txt,.txt,860,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-10001043.txt,.txt,6274,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-10001044.txt,.txt,770,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-10001045.txt,.txt,1011,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-12001042.txt,.txt,486,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-14001040.txt,.txt,1181,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-14001041.txt,.txt,1500,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-18001039.txt,.txt,1018,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-21001038.txt,.txt,673,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-22001037.txt,.txt,5523,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-23001036.txt,.txt,715,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-02-24001035.txt,.txt,1342,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-16001015.txt,.txt,495,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-17001014.txt,.txt,4635,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-18001012.txt,.txt,3699,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-18001013.txt,.txt,17,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-19001010.txt,.txt,4581,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-19001011.txt,.txt,1931,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-21001009.txt,.txt,1217,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-22001005.txt,.txt,3589,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-22001006.txt,.txt,487,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-22001007.txt,.txt,4542,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-22001008.txt,.txt,2233,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-23001003.txt,.txt,803,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-03-23001004.txt,.txt,2000,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-04-19000972.txt,.txt,1196,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-04-20000969.txt,.txt,2323,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-04-21000964.txt,.txt,5276,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-04-21000965.txt,.txt,4407,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-04-21000966.txt,.txt,4905,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-04-21000967.txt,.txt,4728,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-04-21000968.txt,.txt,8907,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-04-23000963.txt,.txt,2376,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-04-25000962.txt,.txt,3352,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-04-26000961.txt,.txt,128,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-04-27000960.txt,.txt,3631,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-18000937.txt,.txt,5248,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-18000938.txt,.txt,558,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-20000935.txt,.txt,321,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-21000933.txt,.txt,2647,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-21000934.txt,.txt,1773,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-24000930.txt,.txt,1684,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-24000931.txt,.txt,1241,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-24000932.txt,.txt,4563,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-25000929.txt,.txt,3362,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-26000928.txt,.txt,865,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-27000925.txt,.txt,5508,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-27000926.txt,.txt,3414,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-05-27000927.txt,.txt,1404,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-06-08000911.txt,.txt,7646,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-06-08000912.txt,.txt,501,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-06-09000910.txt,.txt,3673,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-07-02000881.txt,.txt,735,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-07-02000882.txt,.txt,813,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-07-04000878.txt,.txt,1230,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-07-04000879.txt,.txt,7105,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-07-05000876.txt,.txt,795,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-07-05000877.txt,.txt,957,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-07-06000875.txt,.txt,1045,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-07-07000874.txt,.txt,252,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-07-29000850.txt,.txt,3238,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-07-30000848.txt,.txt,3229,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-07-30000849.txt,.txt,1545,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-08-01000845.txt,.txt,1561,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-08-25000829.txt,.txt,9297,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-08-27000828.txt,.txt,721,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-08-30000825.txt,.txt,1125,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-08-30000826.txt,.txt,642,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-08-30000827.txt,.txt,1560,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-09-01000824.txt,.txt,516,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-09-02000821.txt,.txt,2132,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-09-02000822.txt,.txt,1839,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-09-02000823.txt,.txt,1831,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-09-03000820.txt,.txt,1616,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-09-06000819.txt,.txt,2293,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-09-08000816.txt,.txt,872,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-04000787.txt,.txt,2011,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-07000784.txt,.txt,1956,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-07000785.txt,.txt,1214,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-08000780.txt,.txt,1972,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-08000781.txt,.txt,4886,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-08000782.txt,.txt,21,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-08000783.txt,.txt,5377,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-10000779.txt,.txt,1348,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-11000778.txt,.txt,761,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-13000777.txt,.txt,921,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-14000776.txt,.txt,3070,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-15000774.txt,.txt,2116,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-15000775.txt,.txt,1495,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-17000771.txt,.txt,1739,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-10-17000772.txt,.txt,1036,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-03000748.txt,.txt,2966,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-03000749.txt,.txt,2722,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-03000750.txt,.txt,1659,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-04000745.txt,.txt,1069,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-04000746.txt,.txt,2450,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-04000747.txt,.txt,1280,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-05000742.txt,.txt,1936,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-05000743.txt,.txt,2637,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-05000744.txt,.txt,1228,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-07000740.txt,.txt,1341,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-07000741.txt,.txt,785,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-09000739.txt,.txt,2854,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-11-28000710.txt,.txt,1833,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-09000687.txt,.txt,50,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-09000688.txt,.txt,842,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-09000689.txt,.txt,5137,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-09000690.txt,.txt,1011,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-10000685.txt,.txt,4338,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-10000686.txt,.txt,1577,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-12000680.txt,.txt,168,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-12000681.txt,.txt,698,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-12000682.txt,.txt,1538,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-12000683.txt,.txt,4719,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-12000684.txt,.txt,1067,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-13000676.txt,.txt,846,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-30000663.txt,.txt,857,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/IND_2011-12-31000662.txt,.txt,561,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-01-02000900.txt,.txt,1309,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-01-02000901.txt,.txt,6802,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-01-09000694.txt,.txt,2437,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-01-16000461.txt,.txt,5797,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-01-16000462.txt,.txt,4995,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-03-20002126.txt,.txt,4698,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-03-20002127.txt,.txt,1946,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-03-27001841.txt,.txt,441,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-03-27001842.txt,.txt,5106,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-03-27001843.txt,.txt,451,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-03-27001844.txt,.txt,2157,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-04-03003325.txt,.txt,4882,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-04-03003326.txt,.txt,4906,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-04-24002816.txt,.txt,631,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-05-01004269.txt,.txt,1735,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-05-08004074.txt,.txt,38537,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-05-08004075.txt,.txt,3394,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-05-08004076.txt,.txt,4732,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-05-08004077.txt,.txt,8393,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-05-08004078.txt,.txt,2362,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-07-10005795.txt,.txt,1254,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-07-10005796.txt,.txt,1510,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-07-10005797.txt,.txt,5364,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-07-17005590.txt,.txt,3441,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-07-17005591.txt,.txt,4124,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-07-24005435.txt,.txt,4525,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-07-24005436.txt,.txt,5013,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-07-31005283.txt,.txt,1664,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-07-31005284.txt,.txt,1863,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-07-31005285.txt,.txt,541,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-08-07006529.txt,.txt,975,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-10-30007461.txt,.txt,2093,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-10-30007462.txt,.txt,8889,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-11-20008743.txt,.txt,9339,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-11-20008744.txt,.txt,2034,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-11-20009243.txt,.txt,9339,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-11-20009244.txt,.txt,2034,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-11-27008502.txt,.txt,908,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-11-27008503.txt,.txt,1529,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-11-27008504.txt,.txt,4262,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-11-27009002.txt,.txt,908,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-11-27009003.txt,.txt,1529,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-11-27009004.txt,.txt,4262,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-04010164.txt,.txt,454,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-04010165.txt,.txt,7577,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-04010166.txt,.txt,1657,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-04010167.txt,.txt,2528,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-04010168.txt,.txt,1672,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-04010169.txt,.txt,6326,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-11009885.txt,.txt,1908,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-11009886.txt,.txt,1007,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-11009887.txt,.txt,4003,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-11009888.txt,.txt,4554,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-11009889.txt,.txt,1337,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-11009890.txt,.txt,7004,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-11009891.txt,.txt,2559,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/INS_2011-12-18009648.txt,.txt,5133,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-01-02000909.txt,.txt,391,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-01-02000910.txt,.txt,1662,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-01-02000911.txt,.txt,847,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-01-02000912.txt,.txt,712,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-01-02000913.txt,.txt,632,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-01-02000914.txt,.txt,1800,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-01-30000032.txt,.txt,677,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-01-30000033.txt,.txt,16852,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-02-06001519.txt,.txt,6089,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-02-06001520.txt,.txt,1498,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-02-06001521.txt,.txt,1955,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-02-06001522.txt,.txt,12923,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-02-06001523.txt,.txt,1616,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-02-06001524.txt,.txt,1178,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-02-06001525.txt,.txt,1479,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-02-06001526.txt,.txt,1581,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-13002405.txt,.txt,1708,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-13002406.txt,.txt,4440,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-13002407.txt,.txt,6243,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-13002408.txt,.txt,6216,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-20002133.txt,.txt,3270,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-20002134.txt,.txt,100,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-20002135.txt,.txt,5267,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-20002136.txt,.txt,1356,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-20002137.txt,.txt,7355,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-20002138.txt,.txt,2761,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-20002139.txt,.txt,3756,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-20002140.txt,.txt,3270,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-20002141.txt,.txt,100,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-20002142.txt,.txt,5415,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-03-20002143.txt,.txt,1356,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-04-03003334.txt,.txt,11958,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-04-03003335.txt,.txt,1536,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-04-03003336.txt,.txt,409,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-04-10003157.txt,.txt,1559,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-04-10003158.txt,.txt,1826,auxiliary-validation,reference-corpora
LancsBox/corpora/Climate_Change/OBS_2011-04-10003159.txt,.txt,1439,auxiliary-validation,reference-corpora
